arrival_time,length,cpus
0.039612456894859954,0.23095849804163798,1.0
0.07450213768200556,0.6512624350178479,2.0
0.3870300929868169,1.4333942108678097,1.0
0.5580472523347106,1.7714272497549324,1.0
0.564511917195327,8.241575169968009,1.0
0.8614829896395501,0.21932279202315236,1.0
1.105353187241622,5.286326404116233,1.0
1.159242196423513,2.7649492892386975,2.0
1.2800153769490683,4.124057735152024,2.0
1.3314077860399585,0.4198100199142259,1.0
1.338207520131112,9.984732813507177,2.0
1.6232951985300208,7.265300914500051,1.0
1.6234664810381774,0.5020548577758558,1.0
1.6975637557964287,2.378071295076746,2.0
1.7035918137189698,4.469735338478137,1.0
1.7075844371358107,0.27141302318780003,2.0
1.8423057852976448,2.4823821568110387,1.0
1.854877549324532,0.7714991704742815,1.0
1.8579156209072356,5.192681902504184,1.0
1.8949579874438605,0.468479025391652,2.0
1.978004801117987,3.8799322083187944,2.0
2.009898880001359,0.020008411961686824,1.0
2.0266745423474783,3.2852616736027005,2.0
2.064510438266586,4.806585871581353,1.0
2.0747202440018975,1.3661995928591462,2.0
2.1880855781695634,0.26947169718237135,1.0
2.19388631325728,4.598792341795778,2.0
2.272429249227486,1.0469123462094552,1.0
2.2973343764899834,1.9741481238101464,2.0
2.3631257206566842,0.8385358015883255,2.0
2.3962658904875833,1.2606417541368167,2.0
2.4338492705016335,0.009617541291324134,2.0
2.5102217379068636,0.4049642557161493,1.0
2.7332127748964474,0.20870127105961772,1.0
2.7676486902726247,7.956167119250114,1.0
2.9286449404110053,0.9742039942024012,2.0
2.942673048085881,2.7332918039667873,1.0
3.061997868612278,0.9230640937793536,2.0
3.385272759954942,1.6470201043233657,2.0
3.4394957539966007,1.151209034108067,1.0
3.4702141052629054,1.4176492797840006,1.0
3.529325726267003,0.3252706956981052,2.0
3.7352049198817108,0.49805730370476187,1.0
3.8128228310677788,0.1503376972599871,2.0
3.9095991472896245,2.2723663096326123,2.0
3.9191267402616337,5.3995502901199215,1.0
3.9777401113120003,0.04206748732545386,2.0
3.983133094997963,0.1392552368857423,1.0
4.188114795863795,1.6266599684083403,2.0
4.279282986294483,4.108594817568175,1.0
4.328984347570273,1.0713941231846424,2.0
4.332514613874166,1.3042533749051561,2.0
4.360179028676469,1.6204327122248974,1.0
4.405402826938305,3.764277816076487,1.0
4.508785155820828,0.4913288367433211,1.0
4.550385929839995,8.31187852519921,2.0
4.830032761765506,0.5022854659956417,1.0
5.008207355595449,1.1588899937994568,2.0
