arrival_time,length,cpus
0.18191609506092316,0.7266507217352576,1
0.20519431814556766,0.7360855674568573,1
0.2669846053486049,0.012356160588353758,1
0.40143030979884864,0.525310520943223,1
0.6357830804936087,1.585556032514271,1
0.6718744461789711,2.6538457241679634,4
0.6896934027522703,2.2698883996567703,4
0.7932948200983555,1.8029337483175816,1
0.8468700362414776,2.060601654141168,1
0.9591902639538631,1.39869964576104,4
1.1619067931153853,0.3634188185167426,1
1.2356096789823816,0.5557604425622138,1
1.2447511012621808,1.3493273983502958,1
1.5363765472110298,5.449847987690037,1
1.5740226134783042,1.008193641113131,1
1.9611678482342954,2.921145134180893,3
2.1613027074803357,1.3492500668931748,3
2.2036224261764836,3.2660531943480957,1
2.2627879298319944,0.6814430017600128,1
2.271403597451698,1.2102710582745544,3
2.4371273227545363,1.5155352275329754,1
2.4775295439386156,0.2016503513898522,1
2.49779910021516,12.155094807239692,1
2.6793931685188155,2.534730594694338,3
2.8812520180322214,0.8822040502889897,3
2.9308881536959412,1.3847782355247098,1
2.9630871019518814,5.722910616301495,1
3.079192941437469,1.5796145015595835,1
3.116818640869508,4.837462005175556,4
3.1939293431034512,0.4573843877505185,1
3.3054798604025875,0.3969152537513437,1
3.4097066997943286,5.232137937451799,1
3.5401394627530918,2.271183664678952,1
3.5894495360182277,0.07800733279939108,1
3.673479171402079,1.4207163340800018,1
3.6921681321482045,0.6878241959161792,1
3.712771236308253,0.5109863724055811,1
3.8068339162642273,0.07482284692697028,1
3.8433420205557605,7.214669435555005,1
3.843475915686513,0.7366364835008867,1
4.021244410646107,0.8963315210715721,1
4.03983770966669,1.1833401962904089,1
4.127537298831413,2.003757418390697,1
4.191046363612451,1.2641570666216457,1
4.21340628821748,3.420065697788802,1
4.291833053324724,1.2475527947171647,1
4.420510116460736,0.13222378162873152,1
4.4573285908697695,0.005835492287903414,1
4.59994938809871,1.6812972282772896,1
4.810356595747716,3.6188229735938866,1
4.892995886574916,1.253441583184567,1
4.90063383798359,4.4561460636825565,1
4.902300894727748,0.7555889427402268,1
4.928225942034294,3.502497545613424,1
5.413087527633321,1.9817369510701643,1
5.503931480695193,4.6712304471645645,1
5.6210756645583295,0.8834761974475477,2
5.736242521598527,2.5173046498593648,1
5.7843314528526255,0.31044808406135016,1
5.800097145749268,0.3347241823106609,1
5.914071515637569,0.089079499418787,1
6.137242668310214,0.05233162390181278,1
6.213541031159222,0.4348765469442639,1
6.295520001569571,0.7462815118743158,3
6.46385852179956,1.735565773801917,4
6.611180201375975,0.3959237813973339,1
6.700418093403216,3.0524080607588093,1
6.705206095466281,3.427773840077169,1
6.79190341245935,2.1833718775397464,1
6.864304789340019,2.431238330965747,1
6.8812339129144,0.8741617786607527,1
7.183361952305268,0.19404498396548853,3
7.255939616362405,1.6658932216939233,1
7.292141236983947,3.0013261838761305,1
7.356204830290209,2.7556097502535337,1
7.4636079603029275,1.5753396593669227,1
7.522134469529076,1.7184925986034838,1
7.641017532774712,2.37330535142218,1
7.751945424421726,0.7278261783946021,1
7.805945163746268,1.3783057172764184,3
7.820706618837631,3.485149070476928,1
7.858991612685648,1.3809035864806922,1
7.962188972718507,2.0308597975074374,1
8.021286268362692,0.12160025355284132,1
8.074006663957508,3.4388331765179654,1
8.2395148470892,0.2752262451380795,1
8.279712833427233,0.5994485258831843,3
8.504520927104446,5.529459202617987,1
8.64029337972929,0.2090017241648044,1
8.665789938784863,0.9362807497937684,1
8.719977499240398,6.4113183646716765,1
8.722712824595392,3.764425584946953,1
8.802568546101014,1.1360591175392114,1
9.023455699468213,1.227378737877196,2
9.057895317206487,11.545835915338149,1
9.063015026524468,2.3813488213467013,1
9.15540843447005,1.284053729441977,1
9.16901205811241,0.21735804166853814,1
9.244941224097527,1.2271350755730845,3
9.291468755386086,2.604472957205435,1
9.304643827738982,0.18223261945202904,1
9.398465135173174,3.1886484535590442,1
9.428984861777042,1.097827602626087,2
9.602844579150952,0.6546811047392104,1
9.605528479411843,0.03024362685744379,1
9.659062011436793,0.5011840298125789,1
9.70448538495059,0.6634194611162035,1
9.813053882169708,1.7423741508010946,1
9.820346602462887,5.121614798100035,1
9.879048985214116,7.223902464628463,1
9.952854664212497,0.08232441918737662,1
10.09336554841415,0.3964595504858803,1
10.143733253577917,0.5388148707845414,1
10.166404964936698,5.343426971025419,1
10.270816442141886,2.5027179929891243,2
10.454268002140475,0.7659437738970647,1
10.487719005862886,0.40160859644812774,1
10.5092476858168,2.0024887326159857,1
10.553034814294993,5.20285016752712,1
10.657215515786016,5.597362013584286,1
10.669045323535258,2.254613579274736,1
10.862617770417339,0.5627021881390133,1
10.959394957045774,4.498555394759912,1
11.256293847175051,1.0937479071222491,4
11.36700518072718,2.8952553224193127,2
11.384497200066626,0.7805108986043597,1
11.425258813506712,3.199065826615499,1
11.480213886731837,2.2612199604875967,1
11.495301205356036,1.4075362730155283,3
11.5188417904755,3.9132108853757903,1
11.571119782605898,3.272263666334063,1
11.689111620896991,2.326732637904392,2
11.749652809104555,0.7987378231432223,1
11.806323376564897,3.7189554365444017,1
11.818831269128056,4.963726944827146,1
11.891470079912786,0.6448606842625985,1
11.951991321579067,0.34410812664466867,1
11.974101636482045,6.274366282288023,1
12.60376652087531,0.4549281132683381,3
12.651208089524745,5.052696471020203,1
12.860187599632127,1.5515269023187162,1
13.113510492535651,2.4035543847141425,3
13.306411306245813,1.9384933324070832,1
13.343053942851343,3.7566834617019564,1
13.381642588361984,0.31330831029150463,1
13.584718853936325,3.540794755779825,1
13.702448209549576,3.2033538687792014,1
13.774854296323827,3.1045476875801326,1
13.852480178563694,0.2856599381105432,1
13.93010770996562,0.7005055487148498,1
13.937947863412736,3.577314081737292,1
14.076723320443856,4.252424545817337,2
14.191536166717007,0.17532608247921755,1
14.230235954344659,2.9023227665254296,3
14.245987905835763,1.9734134181086829,1
14.38960982773895,1.6820228228517153,1
14.40398311546363,1.200855918226037,1
14.551603137362942,3.903285863061357,1
14.684468881684927,3.5303507513081156,1
14.701981465710043,1.9367358070916763,1
14.803745174904034,1.4028745017628013,1
14.90807443551771,0.4016761847035458,1
14.990147093820344,1.6206802671410439,1
15.036822150735645,7.403979055762581,2
15.174255744328896,2.213753554959491,1
15.498319361085182,0.1480282935868656,1
15.499935547887096,3.145140541531139,1
15.590731843032268,4.710030931791524,3
15.671397773872435,8.045080313011137,1
15.726296147663252,0.2310248296897839,1
15.859708247277197,1.6145768779509968,1
16.056495623380787,0.3773701321996352,1
16.081355866772768,3.5669393377803424,1
16.148951685207518,1.4478490517885998,1
16.15955389349238,4.688201218450782,1
16.320174065812648,3.9386432731070253,1
16.68300974040255,0.6260886006676466,1
17.04334666373571,0.989978769952044,1
17.050600481074547,1.3224734545533736,1
17.498714228505428,0.8460053905518341,3
17.568492475686746,2.4338332815417574,1
17.672443564232704,0.9111856833895436,1
17.74058191486414,0.3253850102372558,1
17.90145725156733,4.195281845152746,3
17.96441254365882,1.5314988558067673,1
17.988289039089054,0.08462027300066616,1
18.70404415317578,0.5732870830566517,1
18.950406217981598,2.2012489532247974,1
18.953008825987137,11.587381512266491,1
19.031379662610338,8.987731271292253,1
19.232799453761668,0.42587869250158167,1
19.252638948337463,2.1743948124964367,1
19.54758196611362,0.06985910333382778,1
19.61480440873399,2.1072318072067615,1
19.659845489610518,0.10182212966216768,1
19.90305306114442,2.2597917477305534,1
19.982241498564935,9.544595272055767,1
20.001648623008993,4.737910496543378,1
20.02698047831904,0.10585066312439557,1
20.19577946735557,2.9250708492040407,1
20.209859036904952,3.76861970643069,1
20.476273761493847,3.1633171554847443,2
20.71368621293727,2.4313619777023296,1
20.735219641953268,2.312553634814978,1
20.915882287594634,1.622760839043998,1
20.937879276268127,1.6042501449305206,3
20.960798349325017,0.0025384511601091106,1
20.96331462870101,3.3663273374656844,1
20.965613399435856,4.563112559886875,1
21.15116423347151,3.687001886961335,1
21.240252249907456,5.262656856485897,1
21.321718453908744,3.4570891452328576,1
21.440137113007008,1.2381184438048234,1
21.74854417187029,1.322758243003091,1
21.85768247946692,1.2061078189419454,1
21.92444644335332,0.42750951457662195,3
22.004580546548038,0.3274911425992112,2
22.118582357082172,3.3505494870651273,4
22.16721448948338,4.536626896379204,1
22.22901678591028,3.140841920557916,1
22.240734805935773,2.686429442972233,2
22.30432199666692,0.9126771806294058,1
22.763146817922177,2.242324923698641,1
22.794866727440887,0.19396805295438868,1
22.8584247644373,0.8942787917954498,1
23.003898419680112,3.293637784235565,1
23.032905002541447,0.2803270408575124,4
23.39465329699855,0.05601175736007534,1
23.54336814255487,2.4048613373067402,1
23.724027735695138,2.2311297320308268,1
23.8003357424112,0.22977438196049665,1
23.83492419228446,2.2810187921414875,1
